,Zeolite,Meta-learning T_max,Meta-learning Delta_n,Langmuir T_max,Langmuir Delta_n,Sips T_max,Sips Delta_n,Quadratic T_max,Quadratic Delta_n,DSL T_max,DSL Delta_n
123,MON-0,98.88750000000076,12.19759289730205,98.90000000000077,12.959719570595045,98.50000000000077,12.585668024037211,98.70000000000076,12.314547073479481,99.70000000000078,12.34556445239731
124,MOR-0,101.6375000000008,7.113335452723618,98.50000000000077,9.616436895344584,89.70000000000064,8.275784457368598,68.10000000000034,7.670520240463358,69.20000000000034,7.89117193148075
125,MOZ-0,94.42500000000072,6.870873068728268,94.90000000000072,8.633870849331263,87.30000000000061,7.691684752355329,67.30000000000032,7.144132122367498,102.90000000000083,6.858799595145373
126,MRE-0,45.0,4.858670046424505,104.60000000000085,5.0237517630057855,86.40000000000059,4.567664379834304,58.000000000000185,5.567360413425151,58.50000000000019,5.417285277233385
127,MSE-0,90.71250000000065,8.207114719507677,90.90000000000066,10.330607069562372,83.40000000000055,9.22602532574685,67.60000000000032,8.382510367883391,67.90000000000032,8.448361570899381
128,MSO-0,102.30000000000082,6.646452029946309,101.80000000000081,7.760725688806218,98.10000000000076,7.074242740560381,97.70000000000076,6.688159876214568,102.30000000000081,6.681809334427031
129,MTF-0,102.8875000000008,5.435185727309516,103.50000000000082,6.888905462977506,96.50000000000074,5.953796712809401,83.30000000000055,5.620606704591993,103.30000000000084,6.910713229925566
130,MTN-0,140.27500000000134,6.356438223092509,127.30000000000118,7.612725830200423,120.00000000000107,6.4708821832841625,89.60000000000063,5.701667057045073,140.60000000000136,6.430693390673456
131,MTT-0,96.46250000000073,6.3548130176959345,97.20000000000074,7.5182561300058435,92.60000000000068,6.715206343425532,90.20000000000064,6.536374314622448,88.50000000000063,6.643918522294095
132,MTW-0,72.13750000000039,6.806386294346624,92.20000000000067,8.66652193448368,79.7000000000005,7.65629226675387,102.20000000000081,6.797869912297992,103.60000000000083,6.611026069338488
133,MVY-0,61.400000000000226,7.497997830315166,57.60000000000018,8.646090857623783,58.20000000000019,8.6570146525656,62.40000000000025,7.552331844145302,61.80000000000024,7.42171444702034
134,MWF-0,107.27500000000087,8.264074199400607,101.5000000000008,11.81993049232901,91.30000000000067,9.859977855832007,115.200000000001,9.148465808450554,115.600000000001,9.079503332837023
135,MWW-0,99.91250000000076,8.28923233906202,96.90000000000074,10.426818973103545,90.50000000000065,9.316293542517617,106.80000000000088,7.987029939522234,105.60000000000086,8.587405742536214
136,NAB-0,88.02500000000063,10.955785704225951,88.80000000000062,12.759291076942878,86.60000000000059,11.895170770631104,94.80000000000071,10.181109291051763,95.20000000000071,10.596600183382005
137,NAT-0,108.33750000000092,8.576637670760663,105.30000000000086,10.205184076553056,102.90000000000083,9.362588543204454,108.90000000000092,8.417401026070939,110.60000000000093,9.19358902465866
138,NES-0,93.9500000000007,8.736063967990171,94.1000000000007,10.33262893164272,90.10000000000065,9.374859674882678,89.70000000000064,8.77082678143476,92.10000000000068,8.747955382802978
139,NON-0,90.71250000000065,6.355046194747317,95.40000000000072,8.182011158924434,87.6000000000006,7.1254929205742625,74.20000000000041,6.691703087510131,75.30000000000044,6.824394959331039
