,zeolite,pressure,temperature,loading (n),loading std (n),loading (v),loading std (v),density (g/mL)
9032,NPT-0,2.71,77.0,77.36595160731864,0.006435979761782562,6.001629239151219,0.0004992682636019662,1.3423223230650831
9033,NPT-0,2.71,92.4,41.28548247559452,0.26191866410501063,3.202702915562069,0.020318223716172285,1.3423223230650831
9034,NPT-0,2.71,110.88,23.0306856345603,0.5675971568171221,1.786595180831481,0.044031096647048705,1.3423223230650831
9035,NPT-0,2.71,133.06,10.989905720860092,0.3523658746197018,0.8525370416769976,0.027334625789009786,1.3423223230650831
9036,NPT-0,2.71,159.67,5.478060394428793,0.6354271655886667,0.4249580953119174,0.04929297936777615,1.3423223230650831
9037,NPT-0,2.71,191.6,2.728319267869543,0.014717934813929467,0.2116481520824016,0.0011417372382044712,1.3423223230650831
9038,NPT-0,2.71,229.92,1.5359427076892564,0.0873853804303345,0.11915007147998319,0.006778881967703169,1.3423223230650831
9039,NPT-0,2.71,275.9,0.8874551671016512,0.054349831944332405,0.06884393933841637,0.004216164007077291,1.3423223230650831
9040,NPT-0,7.39,77.0,106.86154601579753,0.2551717756135261,8.289736838816887,0.019794836846334367,1.3423223230650831
9041,NPT-0,7.39,92.4,69.28460059536415,0.5498733820351731,5.37472203362281,0.04265618271204821,1.3423223230650831
9042,NPT-0,7.39,110.88,41.202367978575495,0.5061847724686253,3.1962553454728577,0.03926705828269586,1.3423223230650831
9043,NPT-0,7.39,133.06,22.385030227587897,0.39577713785119784,1.7365087501937548,0.030702235199943348,1.3423223230650831
9044,NPT-0,7.39,159.67,12.138948262125396,0.5193625747430977,0.9416735050619334,0.040289320425087004,1.3423223230650831
9045,NPT-0,7.39,191.6,6.552594656026236,0.9269992946677768,0.5083146120856725,0.07191155742243066,1.3423223230650831
9046,NPT-0,7.39,229.92,3.8691048391094434,0.041377831526320685,0.30014408469505677,0.0032098668520422814,1.3423223230650831
9047,NPT-0,7.39,275.9,2.6681427052456073,0.015521944711177627,0.20697998203792867,0.0012041079478983601,1.3423223230650831
9048,NPT-0,20.09,77.0,137.29975434280135,0.22826622275134412,10.650967293396358,0.01770765056608541,1.3423223230650831
9049,NPT-0,20.09,92.4,96.85358584472908,1.467439796296567,7.51337378583192,0.1138359886381138,1.3423223230650831
9050,NPT-0,20.09,110.88,66.83451627619968,0.498109111808823,5.18465783376758,0.038640592503701325,1.3423223230650831
9051,NPT-0,20.09,133.06,43.62447743432373,2.03324322339693,3.3841494077578504,0.15772793750126557,1.3423223230650831
9052,NPT-0,20.09,159.67,27.594531371127115,0.0384302618345167,2.1406334812272325,0.0029812104459716127,1.3423223230650831
9053,NPT-0,20.09,191.6,17.757265212830116,0.9945306283797137,1.3775119402603266,0.07715027055843117,1.3423223230650831
9054,NPT-0,20.09,229.92,10.467701609848067,0.841265986233318,0.8120272903413951,0.06526083420401758,1.3423223230650831
9055,NPT-0,20.09,275.9,6.385353199723883,0.2358904215197386,0.49534093059802076,0.018299094389923394,1.3423223230650831
9056,NPT-0,30.0,77.0,148.96547476693732,0.9951404742651846,11.555930359689656,0.07719757908138704,1.3423223230650831
9057,NPT-0,30.0,92.4,111.07624883829675,0.41682321237626496,8.616690533153037,0.03233487505785016,1.3423223230650831
9058,NPT-0,30.0,110.88,79.31514205078923,0.45138543703262,6.152836819684626,0.03501602424244924,1.3423223230650831
9059,NPT-0,30.0,133.06,55.32969721225951,0.25411889687897116,4.292176618830182,0.01971316024742612,1.3423223230650831
9060,NPT-0,30.0,159.67,34.544713387310594,0.01831182277343757,2.6797907557020135,0.001420531496038908,1.3423223230650831
9061,NPT-0,30.0,191.6,23.736769616197286,0.34608861261305357,1.841369331235494,0.026847669984573594,1.3423223230650831
9062,NPT-0,30.0,229.92,14.48494455092101,0.36883366301421994,1.1236631223194051,0.02861210713938906,1.3423223230650831
9063,NPT-0,30.0,275.9,9.39442750092585,0.39541175289435326,0.7287685293501813,0.030673890624649102,1.3423223230650831
9064,NPT-0,54.6,77.0,165.10237573513672,1.0703911493948937,12.807743265340926,0.08303511668987694,1.3423223230650831
9065,NPT-0,54.6,92.4,130.10500439977727,0.9079048612143197,10.092837770921124,0.07043031525144372,1.3423223230650831
9066,NPT-0,54.6,110.88,96.73502302827202,0.09388157887765658,7.504176328150064,0.007282821669016024,1.3423223230650831
9067,NPT-0,54.6,133.06,71.5963183071964,0.39850609206422405,5.554052505539136,0.03091393260761349,1.3423223230650831
9068,NPT-0,54.6,159.67,51.75667643574204,0.8902009736642817,4.015001123422541,0.06905694405960147,1.3423223230650831
9069,NPT-0,54.6,191.6,34.842018781257195,1.2952086642319003,2.7028540892253163,0.10047523527547259,1.3423223230650831
9070,NPT-0,54.6,229.92,23.75690624462815,1.4832622946976919,1.8429314212176866,0.115063411904651,1.3423223230650831
9071,NPT-0,54.6,275.9,16.836952335625007,0.40807302528017964,1.3061190786946055,0.031656083190977534,1.3423223230650831
9072,NPT-0,148.4,77.0,197.3044306387714,0.3838482430069945,15.305803332531058,0.029776856495224376,1.3423223230650831
9073,NPT-0,148.4,92.4,162.81049444860008,0.04289650884670948,12.629951595282279,0.003327677568791987,1.3423223230650831
9074,NPT-0,148.4,110.88,128.70237782064555,0.13384021087084363,9.984029638738448,0.010382594749350096,1.3423223230650831
9075,NPT-0,148.4,133.06,105.2058353311746,1.667951076592395,8.161295819867822,0.12939056190454343,1.3423223230650831
9076,NPT-0,148.4,159.67,84.00030055506107,2.046762195272713,6.516285904005537,0.15877666572353027,1.3423223230650831
9077,NPT-0,148.4,191.6,63.46530767891648,0.3673379721810619,4.923292977391385,0.028496079589148696,1.3423223230650831
9078,NPT-0,148.4,229.92,48.497306976940855,0.4402964656278314,3.762156989294588,0.034155802224462774,1.3423223230650831
9079,NPT-0,148.4,275.9,35.820621914581565,1.303177984357287,2.778768791448522,0.10109345173487116,1.3423223230650831
9080,NPT-0,403.4,77.0,246.0272151931838,1.2074349734035508,19.08545164447614,0.09366623030158677,1.3423223230650831
9081,NPT-0,403.4,92.4,209.42160978816486,2.967307152001794,16.24578810836821,0.2301875307549612,1.3423223230650831
9082,NPT-0,403.4,110.88,178.51695363924068,1.8500765082898027,13.848373171747019,0.1435188611545303,1.3423223230650831
9083,NPT-0,403.4,133.06,148.27919472419657,1.4403190314016285,11.502692491025359,0.1117321073802736,1.3423223230650831
9084,NPT-0,403.4,159.67,125.54936791996242,0.8887407422620726,9.739436299961715,0.06894366725892426,1.3423223230650831
9085,NPT-0,403.4,191.6,100.96526392519175,0.8579324748663169,7.832335381689128,0.06655372963690107,1.3423223230650831
9086,NPT-0,403.4,229.92,85.81622855970733,0.987853639681731,6.657155710198776,0.0766323061339426,1.3423223230650831
9087,NPT-0,403.4,275.9,69.80243719162934,0.7569826461747837,5.414892976947104,0.05872259163658855,1.3423223230650831
9088,NSI-0,1.0,77.0,102.8597589650416,0.9063896161647236,5.569340304704728,0.04907645392001819,1.8738109419409044
9089,NSI-0,1.0,92.4,30.33425390044861,0.21859162800667598,1.6424477809473805,0.01183564084125803,1.8738109419409044
9090,NSI-0,1.0,110.88,7.423693210102346,0.01914491049875755,0.4019557718275185,0.0010366009287162826,1.8738109419409044
9091,NSI-0,1.0,133.06,2.217945135289526,0.014848781653347576,0.12009061035997481,0.0008039870885353217,1.8738109419409044
9092,NSI-0,1.0,159.67,0.810717257042086,0.03489180811372139,0.04389627528583549,0.0018892164942542393,1.8738109419409044
9093,NSI-0,1.0,191.6,0.332018649300061,0.0020109747029773695,0.017977145426608533,0.00010888419900769842,1.8738109419409044
9094,NSI-0,1.0,229.92,0.15743988765507094,0.0016421052833362898,0.00852458065922142,8.89117691026438e-05,1.8738109419409044
